koulun_nimi,sukup,A,alin_ka_17
helsingin medialukio,1,4,7.25
helsingin medialukio,2,6,7.25
helsingin medialukio,1,3,7.25
helsingin medialukio,2,4,7.25
helsingin medialukio,1,5,7.25
helsingin medialukio,2,4,7.25
helsingin medialukio,1,0,7.25
helsingin medialukio,1,3,7.25
helsingin medialukio,2,4,7.25
helsingin medialukio,2,4,7.25
helsingin medialukio,1,3,7.25
helsingin medialukio,1,5,7.25
helsingin medialukio,2,2,7.25
helsingin medialukio,2,2,7.25
helsingin medialukio,1,5,7.25
helsingin medialukio,2,3,7.25
helsingin medialukio,1,4,7.25
helsingin medialukio,2,3,7.25
helsingin medialukio,1,3,7.25
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,1,6,9.38
jyväskylän normaalikoulu,1,3,9.38
jyväskylän normaalikoulu,1,3,9.38
jyväskylän normaalikoulu,2,6,9.38
jyväskylän normaalikoulu,1,6,9.38
jyväskylän normaalikoulu,1,3,9.38
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,2,5,9.38
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,1,3,9.38
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,1,5,9.38
jyväskylän normaalikoulu,2,6,9.38
jyväskylän normaalikoulu,2,6,9.38
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,2,6,9.38
jyväskylän normaalikoulu,1,5,9.38
jyväskylän normaalikoulu,1,6,9.38
jyväskylän normaalikoulu,2,6,9.38
jyväskylän normaalikoulu,2,5,9.38
jyväskylän normaalikoulu,1,7,9.38
jyväskylän normaalikoulu,2,5,9.38
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,2,6,9.38
jyväskylän normaalikoulu,2,6,9.38
jyväskylän normaalikoulu,2,5,9.38
jyväskylän normaalikoulu,2,5,9.38
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,1,4,9.38
jyväskylän normaalikoulu,1,5,9.38
jyväskylän normaalikoulu,1,5,9.38
jyväskylän normaalikoulu,1,7,9.38
jyväskylän normaalikoulu,2,3,9.38
jyväskylän normaalikoulu,2,7,9.38
jyväskylän normaalikoulu,1,5,9.38
jyväskylän normaalikoulu,2,5,9.38
jyväskylän normaalikoulu,1,4,9.38
jyväskylän normaalikoulu,1,4,9.38
jyväskylän normaalikoulu,2,5,9.38
jyväskylän normaalikoulu,2,6,9.38
jyväskylän normaalikoulu,2,6,9.38
jyväskylän normaalikoulu,2,6,9.38
jyväskylän normaalikoulu,1,6,9.38
jyväskylän normaalikoulu,2,5,9.38
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,1,5,9.38
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,2,2,9.38
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,1,6,9.38
jyväskylän normaalikoulu,2,5,9.38
jyväskylän normaalikoulu,2,5,9.38
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,1,4,9.38
jyväskylän normaalikoulu,2,5,9.38
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,2,6,9.38
jyväskylän normaalikoulu,1,4,9.38
jyväskylän normaalikoulu,2,6,9.38
jyväskylän normaalikoulu,2,5,9.38
jyväskylän normaalikoulu,1,5,9.38
jyväskylän normaalikoulu,2,5,9.38
jyväskylän normaalikoulu,1,5,9.38
jyväskylän normaalikoulu,1,3,9.38
jyväskylän normaalikoulu,2,5,9.38
jyväskylän normaalikoulu,1,3,9.38
jyväskylän normaalikoulu,2,5,9.38
jyväskylän normaalikoulu,2,5,9.38
jyväskylän normaalikoulu,2,7,9.38
jyväskylän normaalikoulu,1,4,9.38
jyväskylän normaalikoulu,2,6,9.38
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,2,5,9.38
jyväskylän normaalikoulu,2,6,9.38
jyväskylän normaalikoulu,2,6,9.38
jyväskylän normaalikoulu,2,6,9.38
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,1,3,9.38
jyväskylän normaalikoulu,1,4,9.38
jyväskylän normaalikoulu,2,5,9.38
jyväskylän normaalikoulu,2,5,9.38
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,2,6,9.38
jyväskylän normaalikoulu,2,3,9.38
jyväskylän normaalikoulu,2,5,9.38
jyväskylän normaalikoulu,2,5,9.38
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,2,6,9.38
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,2,7,9.38
jyväskylän normaalikoulu,2,5,9.38
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,2,5,9.38
jyväskylän normaalikoulu,2,4,9.38
jyväskylän normaalikoulu,2,5,9.38
jurvan lukio,1,3,6.92
jurvan lukio,1,3,6.92
jurvan lukio,1,2,6.92
jurvan lukio,2,4,6.92
jurvan lukio,1,5,6.92
jurvan lukio,2,5,6.92
jurvan lukio,1,4,6.92
jurvan lukio,2,4,6.92
jurvan lukio,1,4,6.92
jurvan lukio,1,4,6.92
jurvan lukio,2,2,6.92
jurvan lukio,1,3,6.92
jurvan lukio,2,3,6.92
jurvan lukio,2,5,6.92
jurvan lukio,2,2,6.92
jurvan lukio,2,6,6.92
jurvan lukio,2,6,6.92
vaalan lukio,1,4,7.17
vaalan lukio,2,3,7.17
vaalan lukio,1,6,7.17
vaalan lukio,1,4,7.17
vaalan lukio,1,4,7.17
vaalan lukio,1,2,7.17
vaalan lukio,2,6,7.17
vaalan lukio,1,4,7.17
vaalan lukio,1,4,7.17
kristiinankaupungin lukio,2,5,6.36
kristiinankaupungin lukio,1,2,6.36
kristiinankaupungin lukio,1,2,6.36
kristiinankaupungin lukio,2,5,6.36
kristiinankaupungin lukio,2,4,6.36
kristiinankaupungin lukio,2,6,6.36
kristiinankaupungin lukio,2,6,6.36
kristiinankaupungin lukio,1,4,6.36
kristiinankaupungin lukio,1,2,6.36
kristiinankaupungin lukio,2,5,6.36
jalasjärven lukio,2,3,6.92
jalasjärven lukio,2,6,6.92
jalasjärven lukio,2,2,6.92
jalasjärven lukio,2,6,6.92
jalasjärven lukio,2,4,6.92
jalasjärven lukio,1,2,6.92
jalasjärven lukio,1,3,6.92
jalasjärven lukio,2,4,6.92
jalasjärven lukio,1,4,6.92
jalasjärven lukio,2,5,6.92
jalasjärven lukio,1,5,6.92
jalasjärven lukio,2,5,6.92
jalasjärven lukio,2,4,6.92
jalasjärven lukio,2,7,6.92
jalasjärven lukio,1,2,6.92
jalasjärven lukio,2,3,6.92
jalasjärven lukio,2,6,6.92
jalasjärven lukio,1,4,6.92
jalasjärven lukio,1,5,6.92
jalasjärven lukio,1,3,6.92
jalasjärven lukio,1,5,6.92
jalasjärven lukio,1,2,6.92
jalasjärven lukio,2,5,6.92
jalasjärven lukio,1,4,6.92
jalasjärven lukio,2,5,6.92
jalasjärven lukio,2,4,6.92
jalasjärven lukio,2,5,6.92
jalasjärven lukio,2,5,6.92
jalasjärven lukio,2,5,6.92
jalasjärven lukio,1,3,6.92
jalasjärven lukio,2,3,6.92
jalasjärven lukio,2,7,6.92
jalasjärven lukio,1,3,6.92
jalasjärven lukio,2,3,6.92
siikalatvan lukio,2,6,8.08
siikalatvan lukio,1,4,8.08
siikalatvan lukio,2,6,8.08
siikalatvan lukio,2,5,8.08
siikalatvan lukio,2,4,8.08
siikalatvan lukio,1,3,8.08
siikalatvan lukio,2,3,8.08
siikalatvan lukio,2,5,8.08
siikalatvan lukio,1,3,8.08
siikalatvan lukio,2,4,8.08
siikalatvan lukio,1,4,8.08
siikalatvan lukio,2,5,8.08
siikalatvan lukio,1,5,8.08
siikalatvan lukio,2,4,8.08
siikalatvan lukio,2,4,8.08
siikalatvan lukio,2,5,8.08
siikalatvan lukio,2,5,8.08
kannaksen lukio,2,6,7
kannaksen lukio,2,4,7
kannaksen lukio,2,5,7
kannaksen lukio,2,3,7
kannaksen lukio,1,3,7
kannaksen lukio,1,0,7
kannaksen lukio,2,2,7
kannaksen lukio,2,6,7
kannaksen lukio,2,3,7
kannaksen lukio,2,7,7
kannaksen lukio,1,4,7
kannaksen lukio,2,5,7
kannaksen lukio,1,3,7
kannaksen lukio,1,4,7
kannaksen lukio,1,3,7
kannaksen lukio,2,4,7
kannaksen lukio,1,3,7
kannaksen lukio,1,2,7
kannaksen lukio,1,2,7
kannaksen lukio,2,5,7
kannaksen lukio,2,4,7
kannaksen lukio,2,4,7
kannaksen lukio,2,7,7
kannaksen lukio,1,3,7
kannaksen lukio,1,5,7
kannaksen lukio,2,4,7
kannaksen lukio,1,4,7
kannaksen lukio,1,3,7
kannaksen lukio,1,4,7
kannaksen lukio,1,3,7
kannaksen lukio,2,3,7
kannaksen lukio,1,2,7
kannaksen lukio,1,4,7
kannaksen lukio,2,3,7
kannaksen lukio,2,4,7
kannaksen lukio,2,4,7
kannaksen lukio,2,5,7
kannaksen lukio,2,6,7
kannaksen lukio,2,4,7
kannaksen lukio,2,3,7
kannaksen lukio,2,5,7
kannaksen lukio,1,2,7
kannaksen lukio,2,5,7
kannaksen lukio,2,6,7
kannaksen lukio,2,4,7
kannaksen lukio,1,3,7
kannaksen lukio,2,4,7
kannaksen lukio,2,3,7
kannaksen lukio,2,4,7
kannaksen lukio,1,2,7
kannaksen lukio,1,3,7
kannaksen lukio,2,4,7
kannaksen lukio,1,3,7
kannaksen lukio,1,4,7
kannaksen lukio,2,4,7
kannaksen lukio,1,3,7
kannaksen lukio,2,6,7
kannaksen lukio,2,2,7
kannaksen lukio,2,4,7
kannaksen lukio,1,2,7
kannaksen lukio,2,7,7
kannaksen lukio,1,7,7
kannaksen lukio,2,5,7
kannaksen lukio,1,3,7
kannaksen lukio,2,4,7
kannaksen lukio,2,2,7
kannaksen lukio,1,4,7
kannaksen lukio,2,2,7
kannaksen lukio,1,2,7
kannaksen lukio,2,3,7
kannaksen lukio,2,2,7
kannaksen lukio,1,3,7
kannaksen lukio,2,6,7
kannaksen lukio,2,3,7
kannaksen lukio,1,3,7
kannaksen lukio,1,3,7
kannaksen lukio,2,3,7
kannaksen lukio,1,3,7
kannaksen lukio,1,2,7
kannaksen lukio,2,5,7
kannaksen lukio,2,6,7
kannaksen lukio,2,5,7
kannaksen lukio,2,6,7
kannaksen lukio,2,3,7
kannaksen lukio,1,4,7
kannaksen lukio,1,3,7
kannaksen lukio,2,4,7
kannaksen lukio,1,2,7
kannaksen lukio,1,4,7
kannaksen lukio,1,6,7
kannaksen lukio,2,6,7
kannaksen lukio,1,4,7
kannaksen lukio,1,2,7
kannaksen lukio,2,6,7
kannaksen lukio,1,2,7
kannaksen lukio,2,5,7
kannaksen lukio,1,3,7
kannaksen lukio,2,5,7
kannaksen lukio,2,4,7
kannaksen lukio,1,3,7
kannaksen lukio,1,2,7
kannaksen lukio,2,2,7
kannaksen lukio,1,3,7
kannaksen lukio,1,4,7
kannaksen lukio,2,4,7
kannaksen lukio,2,5,7
kannaksen lukio,1,3,7
kannaksen lukio,2,3,7
kannaksen lukio,1,3,7
kannaksen lukio,1,3,7
kannaksen lukio,1,4,7
kannaksen lukio,1,5,7
kannaksen lukio,2,4,7
kannaksen lukio,1,3,7
kannaksen lukio,2,3,7
kannaksen lukio,1,0,7
kannaksen lukio,1,4,7
kannaksen lukio,2,3,7
kannaksen lukio,2,5,7
kannaksen lukio,1,3,7
kannaksen lukio,1,4,7
kannaksen lukio,1,3,7
kannaksen lukio,2,4,7
kannaksen lukio,1,2,7
kannaksen lukio,2,3,7
kannaksen lukio,2,5,7
kannaksen lukio,1,2,7
kannaksen lukio,1,4,7
kannaksen lukio,1,2,7
kannaksen lukio,1,3,7
kannaksen lukio,2,4,7
kannaksen lukio,1,2,7
kannaksen lukio,2,3,7
kannaksen lukio,1,2,7
kannaksen lukio,1,3,7
kannaksen lukio,2,2,7
kannaksen lukio,1,4,7
kannaksen lukio,2,5,7
kannaksen lukio,1,2,7
kannaksen lukio,2,3,7
kannaksen lukio,1,5,7
kannaksen lukio,2,6,7
kannaksen lukio,2,3,7
kannaksen lukio,2,3,7
kannaksen lukio,1,5,7
kannaksen lukio,2,3,7
kannaksen lukio,2,4,7
puolangan lukio,2,5,6.83
puolangan lukio,2,3,6.83
puolangan lukio,2,6,6.83
puolangan lukio,1,4,6.83
puolangan lukio,2,5,6.83
puolangan lukio,2,6,6.83
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,1,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,1,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,6,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,1,3,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,1,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,3,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,7,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,3,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,1,6,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,6,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,1,7,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,1,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,6,8.42
oulun suomalaisen yhteiskoulun lukio,2,6,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,1,3,8.42
oulun suomalaisen yhteiskoulun lukio,2,6,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,3,8.42
oulun suomalaisen yhteiskoulun lukio,2,6,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,3,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,3,8.42
oulun suomalaisen yhteiskoulun lukio,1,3,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,3,8.42
oulun suomalaisen yhteiskoulun lukio,1,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,7,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,7,8.42
oulun suomalaisen yhteiskoulun lukio,1,2,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,3,8.42
oulun suomalaisen yhteiskoulun lukio,1,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,6,8.42
oulun suomalaisen yhteiskoulun lukio,2,6,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,3,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,1,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,7,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,1,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,6,8.42
oulun suomalaisen yhteiskoulun lukio,2,6,8.42
oulun suomalaisen yhteiskoulun lukio,2,6,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,6,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,1,4,8.42
oulun suomalaisen yhteiskoulun lukio,1,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,3,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,1,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,6,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,3,8.42
oulun suomalaisen yhteiskoulun lukio,2,6,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,1,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,6,8.42
oulun suomalaisen yhteiskoulun lukio,1,6,8.42
oulun suomalaisen yhteiskoulun lukio,2,6,8.42
oulun suomalaisen yhteiskoulun lukio,1,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,6,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,1,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,7,8.42
oulun suomalaisen yhteiskoulun lukio,1,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,1,4,8.42
oulun suomalaisen yhteiskoulun lukio,1,7,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,2,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,1,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,6,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,1,4,8.42
oulun suomalaisen yhteiskoulun lukio,1,7,8.42
oulun suomalaisen yhteiskoulun lukio,1,4,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulun suomalaisen yhteiskoulun lukio,1,5,8.42
oulun suomalaisen yhteiskoulun lukio,2,4,8.42
oulaisten lukio,2,6,7
oulaisten lukio,1,2,7
oulaisten lukio,1,0,7
oulaisten lukio,2,6,7
oulaisten lukio,1,3,7
oulaisten lukio,1,3,7
oulaisten lukio,2,6,7
oulaisten lukio,2,4,7
oulaisten lukio,2,3,7
oulaisten lukio,1,4,7
oulaisten lukio,2,5,7
oulaisten lukio,2,2,7
oulaisten lukio,1,3,7
oulaisten lukio,2,2,7
oulaisten lukio,2,4,7
oulaisten lukio,2,5,7
oulaisten lukio,1,2,7
oulaisten lukio,1,3,7
oulaisten lukio,2,7,7
oulaisten lukio,2,3,7
oulaisten lukio,2,7,7
oulaisten lukio,2,2,7
oulaisten lukio,2,5,7
oulaisten lukio,2,5,7
oulaisten lukio,2,4,7
oulaisten lukio,2,5,7
oulaisten lukio,1,2,7
oulaisten lukio,1,2,7
oulaisten lukio,2,3,7
oulaisten lukio,2,4,7
oulaisten lukio,2,7,7
oulaisten lukio,2,4,7
oulaisten lukio,2,3,7
oulaisten lukio,1,3,7
oulaisten lukio,2,4,7
oulaisten lukio,2,6,7
oulaisten lukio,2,4,7
oulaisten lukio,2,6,7
oulaisten lukio,2,4,7
oulaisten lukio,2,4,7
oulaisten lukio,1,3,7
lieksan lukio,1,3,6.54
lieksan lukio,1,2,6.54
lieksan lukio,2,6,6.54
lieksan lukio,1,3,6.54
lieksan lukio,2,4,6.54
lieksan lukio,2,3,6.54
lieksan lukio,1,3,6.54
lieksan lukio,2,4,6.54
lieksan lukio,1,3,6.54
lieksan lukio,1,2,6.54
lieksan lukio,2,7,6.54
lieksan lukio,2,7,6.54
lieksan lukio,2,5,6.54
lieksan lukio,1,3,6.54
lieksan lukio,1,4,6.54
lieksan lukio,1,3,6.54
lieksan lukio,1,2,6.54
lieksan lukio,2,6,6.54
lieksan lukio,2,6,6.54
lieksan lukio,2,3,6.54
lieksan lukio,1,4,6.54
lieksan lukio,1,2,6.54
lieksan lukio,2,4,6.54
lieksan lukio,2,2,6.54
lieksan lukio,1,2,6.54
lieksan lukio,2,3,6.54
muonion lukio,2,3,7.15
muonion lukio,1,5,7.15
muonion lukio,2,6,7.15
muonion lukio,1,2,7.15
muonion lukio,2,4,7.15
muonion lukio,2,7,7.15
muonion lukio,2,4,7.15
muonion lukio,2,4,7.15
muonion lukio,1,4,7.15
muonion lukio,1,4,7.15
muonion lukio,2,6,7.15
muonion lukio,2,4,7.15
muonion lukio,1,2,7.15
posion lukio,2,5,7.33
posion lukio,2,3,7.33
posion lukio,1,5,7.33
posion lukio,1,5,7.33
posion lukio,2,5,7.33
posion lukio,2,7,7.33
posion lukio,1,2,7.33
honkajoen lukio,2,3,6.75
honkajoen lukio,2,2,6.75
honkajoen lukio,2,3,6.75
honkajoen lukio,2,3,6.75
honkajoen lukio,2,3,6.75
honkajoen lukio,2,4,6.75
honkajoen lukio,1,2,6.75
honkajoen lukio,2,4,6.75
honkajoen lukio,2,3,6.75
honkajoen lukio,2,2,6.75
honkajoen lukio,2,5,6.75
honkajoen lukio,2,4,6.75
honkajoen lukio,2,4,6.75
honkajoen lukio,1,3,6.75
honkajoen lukio,2,5,6.75
honkajoen lukio,2,5,6.75
honkajoen lukio,2,5,6.75
honkajoen lukio,2,2,6.75
honkajoen lukio,2,2,6.75
honkajoen lukio,2,2,6.75
kiuruveden lukio,1,6,7
kiuruveden lukio,2,5,7
kiuruveden lukio,2,5,7
kiuruveden lukio,1,5,7
kiuruveden lukio,2,5,7
kiuruveden lukio,1,4,7
kiuruveden lukio,1,4,7
kiuruveden lukio,1,4,7
kiuruveden lukio,2,6,7
kiuruveden lukio,1,7,7
kiuruveden lukio,2,6,7
kiuruveden lukio,2,6,7
kiuruveden lukio,1,2,7
kiuruveden lukio,2,6,7
kiuruveden lukio,1,4,7
kiuruveden lukio,2,5,7
kiuruveden lukio,2,4,7
kiuruveden lukio,2,6,7
kiuruveden lukio,2,3,7
kiuruveden lukio,1,5,7
kiuruveden lukio,2,6,7
kiuruveden lukio,2,4,7
kiuruveden lukio,1,4,7
kiuruveden lukio,1,2,7
kiuruveden lukio,2,4,7
kiuruveden lukio,1,3,7
kiuruveden lukio,1,2,7
kiuruveden lukio,2,5,7
kiuruveden lukio,2,6,7
kiuruveden lukio,2,3,7
kiuruveden lukio,2,6,7
kiuruveden lukio,1,5,7
kiuruveden lukio,2,6,7
kiuruveden lukio,1,4,7
kiuruveden lukio,1,3,7
kiuruveden lukio,2,4,7
kiuruveden lukio,1,4,7
kiuruveden lukio,2,4,7
kiuruveden lukio,1,5,7
juuan lukio,2,6,7
juuan lukio,1,2,7
juuan lukio,2,4,7
juuan lukio,2,5,7
juuan lukio,2,3,7
juuan lukio,2,5,7
virtain lukio,2,3,7.17
virtain lukio,1,3,7.17
virtain lukio,2,6,7.17
virtain lukio,2,4,7.17
virtain lukio,1,3,7.17
virtain lukio,2,4,7.17
virtain lukio,2,3,7.17
virtain lukio,2,3,7.17
virtain lukio,1,0,7.17
virtain lukio,2,4,7.17
virtain lukio,1,4,7.17
virtain lukio,2,4,7.17
virtain lukio,2,4,7.17
virtain lukio,2,4,7.17
virtain lukio,1,3,7.17
virtain lukio,2,4,7.17
virtain lukio,2,4,7.17
virtain lukio,2,4,7.17
virtain lukio,2,3,7.17
virtain lukio,2,3,7.17
virtain lukio,1,3,7.17
virtain lukio,1,4,7.17
virtain lukio,2,5,7.17
virtain lukio,2,3,7.17
virtain lukio,2,3,7.17
virtain lukio,1,6,7.17
virtain lukio,2,4,7.17
virtain lukio,2,4,7.17
virtain lukio,2,6,7.17
harjavallan lukio,2,5,7.17
harjavallan lukio,1,4,7.17
harjavallan lukio,2,7,7.17
harjavallan lukio,2,6,7.17
harjavallan lukio,1,4,7.17
harjavallan lukio,1,4,7.17
harjavallan lukio,2,4,7.17
harjavallan lukio,2,4,7.17
harjavallan lukio,1,4,7.17
harjavallan lukio,2,2,7.17
harjavallan lukio,2,3,7.17
harjavallan lukio,1,3,7.17
harjavallan lukio,1,3,7.17
harjavallan lukio,2,5,7.17
harjavallan lukio,1,4,7.17
harjavallan lukio,2,5,7.17
harjavallan lukio,1,5,7.17
kuhmon yhteislukio,1,7,6.67
kuhmon yhteislukio,1,4,6.67
kuhmon yhteislukio,2,6,6.67
kuhmon yhteislukio,2,5,6.67
kuhmon yhteislukio,2,4,6.67
